Account_Length;Vmail_Message;Day_Mins;Eve_Mins;Night_Mins;Intl_Mins;CustServ_Calls;Churn;Intl_Plan;Vmail_Plan;Day_Calls;Day_Charge;Eve_Calls;Eve_Charge;Night_Calls;Night_Charge;Intl_Calls;Intl_Charge;State;Area_Code;Phone
74;0;7;9;12;0;2;0;0;0;95;26.71;36;1;77;1;3;0;CT;408;384-3389
67;0;7;7;11;0;0;0;0;0;125;1;86;1;97;1;4;0;TN;415;414-9717
104;0;6;7;11;11;0;0;1;0;108;1;113;1;103;1;4;0;ID;415;357-1700
71;39;8;9;7;0;1;0;0;1;103;1;111;1;109;0;6;0;TX;415;376-7207
149;0;5;7;9;1;4;1;0;0;88;1;110;1;119;0;6;0;NH;415;368-7706
154;35;224;192;7;0;0;0;0;1;102;2;99;1;100;0;2;0;ND;408;346-4216
138;21;1;6;7;0;0;0;0;1;149;0;109;1;111;0;1;0;SC;510;370-9533
117;0;8;10;6;0;1;0;0;0;83;1;101;1;113;0;8;0;KS;415;372-1493
130;0;7;201;7;0;1;0;0;0;140;29.97;104;1;123;0;5;0;ME;408;387-6031
73;0;10;7;7;0;2;0;0;0;115;2;133;1;122;0;2;3;RI;415;366-6248
100;38;9;294;290;0;0;0;0;1;121;2;131;24.99;61;1;6;0;WI;510;369-3756
149;0;9;8;5;0;1;0;0;0;115;1;82;1;83;0;4;0;NC;510;363-1719
29;0;8;168;6;1;2;0;0;0;81;1;110;1;98;0;7;0;OH;408;402-6666
131;0;5;5;8;1;1;0;0;0;74;1;90;0;114;0;9;0;WY;510;408-9779
153;0;5;11;8;8;2;0;0;0;145;1;103;1;71;0;3;0;NJ;510;407-2441
84;0;9;8;5;1;2;0;0;0;144;2;122;1;121;0;5;0;ND;510;384-5027
133;0;187;6;10;10;2;0;0;0;65;31.79;128;1;108;0;8;0;WI;510;380-3161
112;0;7;8;188;0;0;0;0;0;113;28.99;129;1;91;0;6;0;KY;415;360-8135
87;0;9;161;12;0;0;0;0;0;101;34.82;80;1;89;1;3;0;NY;415;399-5426
72;0;7;10;9;12;2;0;0;0;114;1;97;1;120;0;5;0;MO;415;385-2564
66;0;154;8;6;0;4;1;0;0;133;1;121;1;100;0;3;0;AZ;510;337-8618
65;29;7;13;210;0;1;0;0;1;104;26.88;81;1;96;0;6;0;MN;510;354-8491
74;0;9;9;10;0;2;0;0;0;93;2;120;1;95;0;2;0;CO;415;394-6278
116;0;7;7;7;0;6;1;0;0;79;1;88;1;71;0;2;0;MD;408;405-2276
68;0;7;6;7;0;2;0;0;0;95;1;90;1;99;0;1;0;AR;510;376-1000
68;0;9;7;202;11;3;0;0;0;99;37.88;85;1;111;0;3;0;TN;415;397-1659
54;0;9;10;8;0;1;0;1;0;77;2;94;1;75;0;3;0;DE;415;379-3953
99;0;2;173;8;0;1;0;0;0;92;0;103;1;125;0;3;0;TN;408;418-6512
107;0;134;7;13;0;3;0;0;0;104;1;94;1;79;14;3;0;WI;408;392-5296
124;0;8;7;7;0;1;0;0;0;74;1;84;1;95;0;6;0;WV;510;355-3814
95;36;12;12;11;0;3;0;0;1;112;2;86;1;129;1;3;0;CT;415;375-2098
173;0;12;9;6;0;0;1;0;0;143;49.61;134;1;119;0;2;0;MN;510;372-7990
110;0;9;4;9;1;1;0;0;0;94;37.86;98;0;78;0;4;0;MO;408;356-4558
102;0;7;10;11;0;0;0;0;0;79;29.67;136;1;110;1;5;0;VA;510;398-5788
130;0;3;8;7;0;0;0;0;0;86;1;110;1;139;0;4;0;NH;408;390-4003
91;31;273;9;4;0;1;0;0;1;78;2;98;1;114;0;2;0;OK;408;332-8103
64;0;9;5;6;1;1;1;1;0;134;2;87;0;132;0;9;0;CT;415;406-9926
176;23;12;7;7;0;1;0;0;1;130;2;74;1;104;8;6;0;TN;415;418-2402
93;0;5;9;6;0;1;1;1;0;78;1;106;1;103;0;2;3;MD;510;384-3299
84;12;4;6;7;0;1;0;0;1;87;1;73;1;114;0;2;0;WI;510;378-9090
138;0;5;10;9;5;3;0;0;0;102;1;106;1;75;0;3;0;SD;510;350-6473
101;28;4;10;12;0;1;0;0;1;132;18;107;1;120;1;5;0;ND;415;379-4583
136;0;6;158;7;6;2;0;0;0;79;1;113;1;75;0;11;0;VA;408;411-5078
111;0;8;6;246;0;2;0;0;0;80;1;94;1;107;0;3;0;UT;510;347-4982
132;36;8;7;5;1;0;0;0;1;93;1;75;1;92;0;5;0;MA;408;341-9274
128;0;10;8;6;1;3;0;0;0;91;2;60;1;112;0;2;0;SD;415;353-7461
92;38;10;7;210;0;1;0;0;1;96;2;144;1;108;0;1;0;AL;408;371-7366
197;0;5;9;7;1;5;1;1;0;80;1;115;1;95;0;5;0;AL;415;395-7923
191;0;162;10;9;0;1;0;0;0;104;1;120;1;83;0;7;0;WV;408;351-8398
99;33;7;10;7;0;2;0;0;1;93;1;102;1;96;0;1;0;SC;415;329-2204
106;31;8;5;5;1;3;0;0;1;125;1;110;0;101;0;4;0;FL;415;407-7507
88;0;6;13;10;0;2;0;0;0;82;1;67;1;79;0;4;0;KY;415;405-8075
78;0;8;7;5;0;0;0;0;0;85;32.83;105;1;119;0;1;0;UT;415;390-9698
98;0;7;7;8;0;1;0;0;0;99;1;87;1;130;0;6;0;NY;408;403-4917
17;35;8;11;9;0;1;0;0;1;123;33.75;74;23;130;0;10;0;MS;408;391-6709
56;24;5;184;11;1;1;0;0;1;87;1;76;1;98;12;3;0;NH;415;389-5988
84;0;5;278;13;14;2;0;0;0;105;1;60;1;74;1;6;0;VA;415;372-1534
95;0;8;7;173;1;2;0;0;0;96;1;61;1;105;0;3;0;VT;510;395-6369
16;0;7;12;7;0;5;0;0;0;83;1;122;1;80;0;8;0;WY;415;400-3197
76;0;241;10;9;0;1;1;1;0;120;40.97;96;1;67;0;1;0;NV;510;377-4169
93;0;6;221;9;0;0;0;0;0;95;1;100;1;71;0;3;0;WV;415;384-5343
83;0;6;7;7;0;2;0;0;0;96;1;78;1;123;0;5;0;WA;408;338-4472
123;0;7;10;7;9;1;0;0;0;119;27.73;51;1;77;0;10;0;KS;415;332-2126
64;0;6;10;11;0;1;0;0;0;116;24.74;110;1;91;1;8;0;VT;408;349-2157
82;0;14;9;11;0;0;1;0;0;73;2;120;1;102;1;6;0;OK;510;393-4823
107;0;8;8;7;1;2;0;0;0;97;1;131;1;106;0;1;0;GA;510;385-2683
110;0;5;11;8;0;1;0;0;0;93;1;106;1;105;0;4;0;CO;510;345-8350
96;29;150;7;10;0;1;0;0;1;91;1;75;1;55;0;3;0;AK;408;334-4506
47;30;8;10;226;1;2;0;0;1;93;1;140;1;118;0;4;0;TN;415;332-3544
115;0;4;6;6;1;2;0;0;0;107;1;96;1;99;0;4;0;KY;510;380-5102
69;0;6;6;194;0;3;0;0;0;88;1;86;1;83;0;5;0;PA;415;395-6149
163;40;10;9;11;1;2;0;0;1;56;2;91;18;74;1;3;0;CT;408;398-8122
90;0;2;6;175;1;3;0;0;0;80;0;105;1;111;0;5;0;CT;415;334-4438
98;0;3;8;7;0;3;0;0;0;107;1;103;1;110;0;4;0;MN;415;384-7459
90;39;4;9;8;0;1;0;0;1;89;1;91;1;65;0;5;0;WY;408;368-3931
174;15;9;9;9;1;1;0;0;1;143;37.71;115;1;109;0;9;0;PA;415;353-1352
95;0;269;10;7;0;2;1;0;0;120;45.73;120;1;61;0;4;0;OR;415;348-5725
79;0;11;8;11;0;1;1;0;0;114;45.61;111;1;88;1;7;0;PA;415;365-2008
123;27;8;249;7;1;1;0;0;1;127;33.78;105;1;124;0;5;0;OK;415;393-3635
99;0;5;9;11;0;7;1;0;0;75;1;111;1;98;0;7;0;VT;415;380-8727
114;0;8;8;12;1;2;0;0;0;100;1;102;1;120;1;5;0;ID;415;381-2376
141;0;9;8;6;1;1;0;0;0;113;36.65;81;1;107;0;6;0;PA;510;365-8114
132;0;7;9;9;0;1;0;0;0;107;28.88;121;1;79;0;2;0;NM;408;415-5008
133;0;8;7;12;6;0;0;0;0;85;1;116;1;80;1;4;0;FL;510;392-8318
133;0;9;7;7;0;4;0;0;0;133;2;140;1;84;0;3;0;TX;408;401-4007
93;32;9;115;8;0;2;0;0;1;117;2;61;0;85;0;5;0;VT;510;338-7709
34;0;12;11;7;11;2;1;0;0;89;49.93;71;1;76;0;10;0;MA;415;374-1981
140;0;5;10;9;0;4;1;0;0;108;1;84;1;74;0;3;0;OR;415;333-5101
96;26;7;9;178;0;2;0;0;1;96;29.89;84;1;105;0;2;3;DE;415;345-3734
144;0;12;10;120;0;1;1;0;0;95;2;90;1;90;0;5;0;FL;510;384-5004
24;29;10;8;129;0;3;0;0;1;105;2;114;1;105;0;2;0;ID;408;341-9396
54;0;11;5;11;0;1;0;0;0;113;2;156;0;117;1;3;0;MD;415;408-6302
50;0;5;7;9;0;5;1;0;0;129;1;94;1;88;0;9;0;WV;408;348-7193
92;23;7;11;5;0;4;0;0;1;83;1;129;1;110;0;3;0;ID;415;417-4063
96;0;8;10;8;0;3;0;0;0;68;33.61;53;1;67;0;3;0;NV;408;375-6911
146;0;7;10;11;9;2;0;0;0;93;28.82;71;1;115;1;7;0;OH;415;358-3604
138;17;9;7;6;0;0;0;1;1;116;2;88;1;99;0;4;0;ID;415;339-7485
102;0;7;9;7;0;4;0;0;0;73;29.67;114;1;116;0;5;0;SC;408;368-3078
76;0;5;7;10;0;5;1;0;0;84;1;80;1;87;0;3;0;MO;510;418-7055
99;0;200;4;10;0;3;0;0;0;66;34;104;0;82;0;2;0;NE;415;386-9981
83;36;4;11;10;1;0;0;0;1;87;1;105;1;109;0;4;0;NC;510;366-2541
36;25;6;10;6;0;1;0;0;1;110;25.98;67;1;74;0;2;0;ME;510;335-3110
70;0;5;9;10;1;1;0;0;0;102;1;133;1;93;0;3;0;MI;510;400-7809
109;0;11;6;12;0;2;1;1;0;85;45.63;131;1;84;1;8;0;AZ;415;404-3106
100;0;8;6;7;1;2;0;0;0;152;1;115;1;88;0;5;0;AZ;415;333-2337
104;0;7;7;9;0;1;0;0;0;97;29;111;1;131;0;1;0;HI;408;353-6482
106;0;8;8;10;0;1;0;0;0;124;1;116;1;76;0;3;0;NJ;415;397-8162
84;0;3;7;8;1;1;0;0;0;96;1;113;1;134;0;1;0;MS;510;380-6722
80;0;6;12;10;0;2;0;0;0;123;1;75;1;75;0;7;0;MA;510;329-2918
100;0;5;5;7;0;1;0;0;0;87;1;56;0;77;0;4;0;SC;510;348-8022
99;0;5;8;12;1;2;0;0;0;86;1;105;1;131;1;4;0;MN;408;388-4459
50;0;5;9;8;11;1;0;0;0;108;1;103;1;126;0;5;0;WV;510;358-3114
105;0;4;7;11;1;1;0;0;0;48;1;119;1;53;1;2;0;MS;415;343-9654
113;23;149;10;8;0;4;0;0;1;104;1;67;1;76;0;5;0;VA;415;401-9909
111;36;4;7;166;1;2;0;0;1;123;1;105;1;85;0;4;0;MS;415;404-9978
161;0;4;11;10;1;2;0;0;0;121;1;46;1;131;0;3;0;NM;408;397-8011
70;0;10;13;11;1;0;1;0;0;95;2;111;25.79;104;0;7;0;TX;415;341-8719
97;43;5;11;9;0;3;0;0;1;105;1;115;1;100;0;5;0;HI;415;408-1242
130;0;5;11;10;0;0;0;0;0;70;1;99;1;83;0;6;0;WA;510;406-7726
92;0;7;12;9;1;1;0;0;0;101;26.81;100;1;99;0;3;0;WI;415;351-2773
119;0;5;9;7;1;0;0;0;0;68;1;88;1;93;0;1;4;CO;408;368-6174
115;0;12;9;8;0;1;1;0;0;125;48.69;74;1;141;0;6;0;NV;415;334-5029
134;0;6;9;9;0;0;0;0;0;95;1;101;1;60;0;6;0;RI;415;413-1789
127;25;173;10;300;0;0;0;0;1;91;1;64;1;99;1;3;0;VA;408;414-1246
80;0;11;301;167;0;2;1;0;0;120;45.68;147;1;140;0;1;0;NJ;415;330-4978
153;31;9;6;5;0;0;0;0;1;130;2;103;0;105;0;6;0;ND;415;386-1631
85;0;11;8;12;0;3;0;0;0;114;2;83;1;78;1;5;1;MN;415;363-1208
79;0;2;211;10;0;1;0;0;0;124;0;95;1;55;0;5;0;HI;415;334-5263
35;0;11;11;5;0;1;0;0;0;87;2;78;1;123;0;2;0;ND;415;361-4137
120;26;10;11;238;0;0;0;0;1;94;2;88;1;132;0;3;0;WI;408;374-8187
68;0;9;7;8;0;0;0;0;0;94;2;129;1;117;0;1;0;MN;510;370-1525
60;0;7;9;10;1;1;1;0;0;147;1;89;1;98;0;6;0;DC;408;355-3801
120;0;158;197;6;10;1;0;0;0;110;26.86;103;1;132;0;5;0;KS;510;392-5605
71;23;7;11;11;1;1;0;0;1;82;29.87;136;1;154;1;7;0;MT;510;363-1366
124;0;7;7;8;0;3;0;0;0;107;26.76;112;1;102;0;3;0;WV;415;358-5274
23;0;5;7;11;0;1;1;0;0;74;1;95;1;126;1;2;0;ME;510;376-9607
225;0;8;10;218;0;1;0;0;0;142;1;63;1;103;0;2;0;WY;415;374-1213
181;0;7;5;262;1;0;1;1;0;83;1;83;0;98;1;3;0;NY;415;421-8537
63;0;6;9;10;0;2;0;0;0;92;1;102;1;120;0;2;0;VT;415;351-5576
54;0;8;11;6;0;2;1;1;0;108;1;108;1;111;0;2;0;NC;415;407-7258
80;15;7;7;6;0;1;0;1;1;110;1;120;1;82;0;5;0;MO;408;405-4420
118;39;6;5;5;0;1;0;1;1;106;1;111;0;103;0;6;0;NC;408;340-2855
42;0;8;7;7;12;2;0;1;0;127;30.72;94;1;114;0;6;0;NJ;408;342-8002
134;0;8;9;11;1;0;0;0;0;105;1;90;1;108;0;7;0;OH;408;355-6826
66;35;8;11;9;0;0;0;0;1;100;1;93;1;108;0;6;0;TX;415;402-3886
66;0;9;10;11;0;2;0;0;0;102;34.87;109;1;95;0;6;0;WA;415;336-5900
127;28;10;10;10;0;1;0;0;1;124;2;113;1;127;0;2;0;TN;415;339-7684
146;0;8;6;186;0;0;0;0;0;77;1;128;1;83;0;3;2;HI;510;390-2433
93;42;7;11;171;0;1;0;0;1;101;1;84;1;106;0;1;0;WY;408;360-7246
77;0;10;11;10;0;0;1;0;0;87;41.68;83;1;91;0;4;0;CT;415;335-6508
111;0;6;9;5;1;4;1;0;0;125;1;67;1;101;0;2;0;NM;415;348-6720
125;0;8;6;7;0;2;0;0;0;64;30.99;121;1;96;0;7;0;NJ;415;406-6400
115;14;8;4;10;0;2;0;0;1;86;32.69;90;0;120;0;3;0;AL;510;390-7370
115;0;122;9;7;0;2;1;1;0;110;1;100;1;124;0;2;0;MN;510;390-5055
114;0;193;250;6;0;2;0;0;0;101;32.81;81;1;79;6;2;0;NC;408;405-7542
106;0;7;220;11;0;0;0;0;0;112;26.96;114;1;106;0;3;0;OH;415;364-4927
118;39;4;9;229;1;2;0;0;1;125;1;113;1;99;0;8;0;ND;415;329-3458
59;0;6;9;5;1;1;0;0;0;92;1;88;1;89;0;10;0;CO;510;331-3842
87;40;9;7;9;0;1;0;1;1;79;37.67;74;1;124;0;3;0;ND;415;343-4147
21;0;10;168;12;0;1;0;0;0;81;2;117;1;87;1;1;0;NY;415;335-2274
142;24;10;12;11;0;0;0;0;1;103;40.77;65;1;106;0;4;0;WI;408;343-3227
62;0;7;10;10;11;0;0;0;0;132;1;100;1;109;0;5;0;WY;415;336-6907
149;0;10;10;9;10;3;1;0;0;83;2;97;1;80;0;3;0;OR;415;331-1391
54;39;5;7;10;0;2;0;0;1;82;1;60;1;113;0;10;0;CO;510;360-1643
112;0;7;11;7;0;1;0;0;0;127;29.67;71;1;120;0;7;0;LA;510;410-2518
68;0;7;9;9;12;1;0;0;0;83;26.74;85;1;129;0;7;0;AL;510;344-4970
201;21;192;10;5;1;1;0;0;1;97;32.64;81;1;125;0;3;0;TX;415;408-1486
88;0;9;7;6;8;1;0;0;0;76;2;60;1;99;0;1;0;PA;510;396-1648
85;29;6;140;7;0;1;0;0;1;97;1;102;0;148;0;3;0;IL;415;391-2022
51;0;6;10;9;1;0;1;1;0;108;1;85;1;92;0;4;0;DE;415;420-6465
45;29;6;9;10;0;2;0;0;1;104;1;101;1;92;0;6;0;MO;510;398-2628
116;0;7;6;12;0;0;0;0;0;69;1;106;1;144;1;5;0;AR;510;409-5519
146;31;8;10;7;0;1;0;0;1;91;1;108;1;77;0;2;0;OH;408;391-8554
63;34;6;9;8;1;1;0;0;1;119;25.87;91;1;103;0;5;0;WI;510;395-1693
133;0;9;3;5;0;0;0;0;0;90;38.66;135;0;99;0;7;0;GA;510;393-3194
125;0;8;9;9;0;2;0;0;0;115;1;108;1;123;0;3;0;KY;408;328-3402
72;0;6;9;7;0;1;0;0;0;111;1;102;1;91;0;3;0;OH;510;411-4781
130;0;127;9;10;0;0;0;0;0;102;1;107;1;99;0;6;0;TN;408;401-2581
97;0;7;11;12;0;1;0;0;0;87;28.66;105;1;123;1;4;0;SD;415;385-1214
54;0;12;9;8;0;1;1;0;0;73;48.72;108;1;107;0;5;0;NY;415;348-6853
160;29;7;11;5;1;1;0;0;1;121;27.98;108;1;131;0;4;0;GA;415;341-8412
79;0;144;6;9;13;1;0;0;0;90;1;91;0;129;0;4;0;TX;415;330-8142
92;47;6;9;8;0;0;0;0;1;95;1;130;1;95;0;11;0;WV;415;361-1404
59;0;9;10;9;12;1;0;0;0;65;34.73;123;1;94;0;4;0;MI;415;375-9671
132;0;7;7;4;0;1;0;0;0;80;27.74;90;1;90;0;10;0;ND;510;372-1824
21;0;225;10;9;0;0;0;0;0;110;2;111;1;93;0;4;0;NE;510;408-3606
93;0;7;8;11;0;2;0;0;0;103;29.94;130;1;96;1;6;0;SD;415;333-3595
147;36;11;10;98;1;5;0;0;1;78;2;105;1;125;0;7;0;NJ;415;379-7009
101;0;7;262;210;0;1;0;0;0;105;29.73;75;1;93;0;5;0;AK;510;411-4940
125;0;8;7;11;0;0;1;1;0;118;31.84;111;1;112;1;2;0;CT;415;409-7523
63;0;9;10;9;0;3;0;0;0;84;2;137;1;99;0;9;0;CO;415;408-6725
107;0;10;5;8;0;0;0;0;0;102;2;117;0;92;0;6;0;MD;415;350-2384
110;0;8;8;6;1;3;0;0;0;103;1;123;1;71;0;1;0;ND;408;348-1706
83;0;10;9;9;1;3;0;0;0;100;2;84;1;106;0;2;0;NH;415;415-6145
117;0;7;8;12;1;1;0;0;0;104;1;119;1;111;1;2;0;MN;408;373-3731
124;0;194;241;9;0;0;0;0;0;103;32.98;116;1;153;0;5;0;KY;415;341-3349
115;0;5;9;10;1;3;0;0;0;148;1;87;1;96;0;8;0;NH;510;399-8859
156;0;277;10;4;0;1;0;1;0;119;2;106;1;96;0;3;0;CO;408;377-4518
89;0;8;7;7;0;0;0;0;0;83;32.66;88;1;138;0;3;0;KY;408;341-1594
72;0;8;9;5;1;0;0;0;0;147;33.73;121;1;125;0;4;0;KY;415;418-8770
101;42;9;7;8;0;0;0;0;1;82;1;74;1;100;0;3;0;IN;415;332-9118
53;0;8;9;6;1;2;0;0;0;98;1;125;1;116;0;3;0;OR;415;386-1418
116;0;7;142;8;0;2;0;0;0;119;1;123;1;128;0;4;0;SD;408;393-3535
78;0;6;8;12;0;3;0;0;0;140;1;113;1;125;1;3;0;DE;408;328-9006
117;17;9;7;11;0;0;0;0;1;82;37.62;100;1;87;1;4;0;OR;415;402-2482
56;0;5;7;10;0;1;0;0;0;84;1;115;1;95;0;2;0;NE;510;408-4865
123;39;11;10;5;1;1;0;0;1;99;45.97;110;1;113;0;7;0;OH;408;396-6247
127;0;6;10;5;0;2;0;0;0;94;1;112;1;88;0;4;0;OH;408;396-9462
116;23;253;6;12;0;2;0;0;1;78;2;121;1;104;1;3;0;AR;415;396-9279
138;26;8;10;8;15;1;0;0;1;83;1;93;1;125;0;3;0;KS;510;363-8715
120;0;8;11;5;0;3;0;0;0;108;1;66;1;103;0;2;0;TX;415;356-1358
102;0;8;6;8;0;3;0;0;0;106;1;127;1;128;0;2;0;WI;408;360-7839
95;0;7;176;10;1;2;0;0;0;96;1;89;1;113;0;6;0;OR;415;364-8774
102;0;7;9;6;0;2;0;0;0;67;26.61;103;1;72;0;2;0;VA;408;348-5038
89;25;9;8;7;0;1;0;0;1;140;2;69;1;117;0;10;0;AR;415;365-4728
50;0;13;7;3;0;1;0;0;0;82;2;118;1;89;0;6;0;CT;408;351-9037
93;42;6;11;11;0;7;0;0;1;90;25.89;102;1;130;1;5;0;OH;415;397-9184
68;0;8;9;6;1;1;0;0;0;116;1;101;1;134;0;11;0;WY;510;398-4538
70;0;9;11;8;8;2;0;0;0;97;1;83;1;122;0;3;0;IL;408;382-6827
138;29;8;9;11;1;0;0;0;1;87;1;123;1;130;0;6;0;MO;415;408-1340
141;37;8;7;9;8;4;0;0;1;87;1;128;1;107;0;3;0;DC;415;333-9511
112;17;8;11;7;0;0;0;0;1;95;1;125;1;95;0;3;0;MA;415;358-7379
117;0;2;13;7;0;1;1;1;0;100;0;84;25.77;84;0;2;0;NH;510;397-1766
1;26;208;185;7;0;1;0;0;1;115;1;113;1;144;8;9;0;IA;408;331-2144
70;0;10;3;10;1;1;0;0;0;110;2;87;0;105;0;4;0;AL;415;345-7014
87;22;10;3;9;0;2;0;0;1;102;40.94;106;0;115;0;3;0;OR;510;395-1898
52;21;8;4;7;0;2;0;0;1;119;1;95;0;94;0;3;0;WV;510;373-8920
97;0;12;8;10;0;0;1;0;0;82;46.94;106;1;73;0;4;0;WA;408;373-8908
105;0;7;7;10;1;2;0;0;0;93;1;106;1;55;0;3;0;NV;408;415-1203
77;28;6;10;9;0;4;1;0;1;117;1;102;1;74;0;3;0;SC;510;369-7017
80;0;8;9;269;1;2;1;1;0;122;1;92;1;116;1;3;0;NC;415;420-8435
120;43;7;7;7;0;1;0;0;1;117;1;70;1;117;0;4;0;NH;510;395-2579
54;39;6;9;5;1;2;0;0;1;73;1;117;1;117;0;8;0;WY;408;405-7850
148;0;6;7;8;0;2;0;1;0;138;1;123;1;62;0;3;0;FL;510;394-7710
119;0;12;7;9;1;2;1;0;0;115;48.81;99;1;86;0;1;0;PA;408;342-4122
162;26;7;9;9;0;1;1;0;1;144;1;129;1;105;0;8;0;NC;408;340-1876
85;0;7;190;144;0;5;1;0;0;96;1;141;1;116;0;3;0;MO;510;383-6095
101;25;6;7;240;1;1;0;0;1;144;1;105;1;107;0;3;0;KS;510;413-1061
172;0;7;11;9;0;0;0;0;0;85;1;71;1;113;0;6;0;KY;415;343-5347
80;0;8;7;11;0;1;0;0;0;138;33.97;91;1;94;1;4;0;DE;415;376-4861
67;0;5;6;4;0;2;0;0;0;134;1;76;1;86;0;5;0;WI;510;417-2265
86;0;7;13;6;0;1;0;0;0;106;1;44;25.64;108;0;5;0;CO;408;419-7415
107;0;9;286;10;1;1;1;0;0;101;37.79;111;1;117;0;4;0;NM;415;407-2259
133;0;10;11;5;0;0;0;0;0;102;41.79;90;1;103;0;7;0;DE;510;333-2906
116;0;7;11;10;8;0;0;0;0;110;27.98;103;23;109;0;3;0;IL;510;360-7477
63;0;9;11;8;0;0;0;0;0;107;35.99;77;1;108;0;7;2;WA;408;342-5243
119;16;6;7;184;0;0;1;1;1;103;1;96;1;120;0;2;0;MA;408;417-3999
133;0;11;11;7;8;0;1;1;0;103;2;80;1;103;0;3;0;OH;408;379-1720
94;0;7;11;5;0;1;0;1;0;113;28.92;94;1;78;0;4;0;TN;408;368-3117
69;0;8;11;8;0;0;0;0;0;91;1;57;1;90;0;5;0;MA;510;352-5000
146;0;6;8;6;0;7;1;0;0;83;1;130;1;100;0;4;0;MI;408;405-7676
119;0;3;11;9;0;2;1;0;0;75;1;114;1;125;0;1;0;TX;510;361-2349
142;25;8;6;9;0;0;0;1;1;109;1;120;1;60;0;3;0;NH;408;383-2901
123;0;9;9;8;0;3;0;0;0;115;1;86;1;60;0;2;0;MD;408;369-7049
101;0;239;273;12;1;1;1;0;0;156;40.63;106;1;93;1;8;0;MS;408;387-5533
43;0;7;11;9;8;0;0;0;0;97;1;126;1;114;0;5;0;AZ;415;362-3660
69;0;8;9;10;0;0;0;0;0;91;1;88;1;107;0;5;0;IN;408;357-3577
15;0;6;5;13;0;2;0;1;0;80;1;76;0;88;1;3;0;NY;510;394-3312
107;25;10;5;8;12;1;0;0;1;91;2;115;0;83;0;1;0;WI;510;395-8330
67;0;6;11;8;0;2;0;0;0;131;25.93;107;1;104;0;3;0;WV;510;373-8895
99;0;6;10;8;0;1;0;0;0;102;24.75;87;1;86;0;7;0;NY;415;386-4581
46;0;7;8;10;0;1;0;0;0;116;27.91;153;1;119;0;1;0;OK;415;354-8191
55;0;221;7;10;0;1;0;1;0;115;2;97;1;117;0;4;0;NC;408;359-7562
39;0;12;10;9;0;1;1;0;0;126;2;117;1;123;0;2;0;KY;415;359-4336
92;0;6;7;8;0;2;0;0;0;98;1;143;1;135;0;7;0;TX;510;336-9901
56;0;7;6;11;1;4;1;0;0;99;1;78;1;115;0;1;4;CT;415;406-3069
76;0;11;10;10;0;0;1;0;0;97;2;95;1;105;0;2;0;NE;415;334-6519
132;33;8;9;8;1;2;0;1;1;75;1;67;1;91;0;3;0;HI;408;361-8113
140;28;7;7;8;0;1;0;0;1;77;26.71;97;1;94;0;9;3;SC;510;347-9769
51;12;6;8;8;1;2;0;1;1;60;1;134;1;98;0;7;0;AK;510;352-9130
27;0;10;10;7;1;1;0;0;0;110;2;92;1;85;0;6;0;SD;408;378-4557
224;0;5;175;9;0;3;0;0;0;133;1;66;1;106;0;6;0;ID;510;360-8919
105;28;7;4;7;1;0;1;1;1;89;1;114;0;95;0;3;0;OK;510;405-4109
117;0;8;12;4;12;2;0;0;0;93;1;56;1;118;0;4;0;WA;408;381-2498
91;0;153;6;7;0;1;1;0;0;123;1;127;1;76;0;15;0;SD;415;357-5696
135;0;9;10;4;0;4;0;0;0;123;2;64;1;80;0;3;0;OH;415;412-2947
146;0;9;6;13;0;3;0;0;0;101;34.92;77;0;83;1;2;0;VA;415;363-3571
147;0;9;8;6;0;0;1;1;0;111;2;98;1;146;0;1;0;WI;415;405-5403
68;0;10;11;11;0;2;1;0;0;127;2;118;1;98;1;6;0;IN;510;330-9354
68;0;5;137;11;0;3;0;0;0;89;1;109;1;107;0;5;0;NM;408;396-7091
86;21;8;7;208;0;0;0;0;1;99;33.64;100;1;120;0;9;0;HI;408;398-3004
131;0;7;9;11;0;1;0;0;0;129;1;107;1;93;0;5;0;KY;415;400-4020
86;29;9;8;12;1;1;0;0;1;79;2;112;1;112;1;3;0;OH;415;356-3448
159;0;11;8;9;0;2;1;0;0;103;46.89;108;1;93;0;5;2;VT;415;335-2019
134;40;6;4;290;0;1;0;0;1;105;1;61;0;96;1;6;0;AZ;415;332-6633
113;0;9;256;211;0;1;0;0;0;113;1;80;1;87;0;1;0;VT;510;359-7648
132;0;9;9;8;0;1;0;0;0;100;1;118;1;122;0;6;0;MO;408;412-9190
85;0;9;8;9;0;1;0;0;0;66;35.75;76;1;82;0;7;0;AL;415;368-9007
93;38;9;5;8;14;1;1;1;1;117;2;122;0;125;0;7;0;NJ;510;384-5632
174;33;7;9;130;1;4;1;0;1;91;1;91;1;132;0;4;0;WA;408;352-6068
61;0;8;6;221;7;2;0;0;0;118;33.61;96;1;93;0;3;0;NY;415;343-9645
91;39;7;3;6;0;1;0;0;1;105;28.87;116;0;92;0;4;0;DC;415;384-7873
88;28;8;10;9;0;2;0;0;1;104;1;105;1;116;0;1;0;NE;408;396-2187
88;45;3;6;13;1;2;0;0;1;140;1;101;1;123;1;3;0;MA;408;383-5109
195;36;10;9;8;1;0;0;0;1;110;2;88;1;89;0;2;0;VT;415;377-7843
182;0;3;10;11;0;0;0;0;0;114;1;109;1;96;0;4;0;NM;415;382-7999
118;0;8;9;9;0;4;0;0;0;60;1;64;1;100;0;7;0;CO;408;328-1222
